Order_ID,Date,Time,Order_Type,Product_Id,Price,Quantity,Item_Subtotal,Order_Subtotal,Delivery_Charge,Order_Total
a1059,08-11-2024,0:10,Dine-in,229,149,1,149,149,0,149
a1060,08-11-2024,0:21,Takeaway,183,89,1,89,327,0,327
a1060,08-11-2024,0:21,Takeaway,129,119,2,238,327,0,327
a1061,08-11-2024,0:31,Delivery,105,89,3,267,267,0,267
a1062,08-11-2024,0:45,Dine-in,269,25,1,25,25,0,25
a1063,08-11-2024,0:58,Dine-in,130,129,2,258,258,0,258
a1064,08-11-2024,1:03,Dine-in,155,199,1,199,199,0,199
a1065,08-11-2024,1:14,Dine-in,177,49,2,98,305,0,305
a1065,08-11-2024,1:14,Dine-in,202,69,3,207,305,0,305
a1066,08-11-2024,1:19,Takeaway,246,99,1,99,99,0,99
a1067,08-11-2024,1:29,Delivery,288,79,4,316,316,0,316
a1068,08-11-2024,1:41,Dine-in,185,89,2,178,178,0,178
a1069,09-11-2024,13:00,Delivery,209,89,2,178,327,0,327
a1069,09-11-2024,13:00,Delivery,133,149,1,149,327,0,327
a1070,09-11-2024,13:08,Delivery,191,89,2,178,178,10,188
a1071,09-11-2024,13:23,Delivery,187,59,1,59,218,0,218
a1071,09-11-2024,13:23,Delivery,134,159,1,159,218,0,218
a1072,09-11-2024,13:34,Dine-in,250,59,2,118,118,0,118
a1073,09-11-2024,13:41,Takeaway,119,139,1,139,338,0,338
a1073,09-11-2024,13:41,Takeaway,157,199,1,199,338,0,338
a1074,09-11-2024,13:52,Takeaway,183,89,3,267,267,0,267
a1075,09-11-2024,13:57,Dine-in,153,189,1,189,189,0,189
a1076,09-11-2024,14:05,Delivery,181,59,1,59,59,20,79
a1077,09-11-2024,14:11,Dine-in,172,299,1,299,299,0,299
a1078,09-11-2024,14:19,Dine-in,205,49,2,98,335,0,335
a1078,09-11-2024,14:19,Dine-in,102,79,3,237,335,0,335
a1079,09-11-2024,14:26,Takeaway,123,169,2,338,338,0,338
a1080,09-11-2024,14:37,Delivery,181,59,3,177,177,10,187
a1081,09-11-2024,14:42,Takeaway,177,49,2,98,267,0,267
a1081,09-11-2024,14:42,Takeaway,136,169,1,169,267,0,267
a1082,09-11-2024,14:48,Takeaway,190,79,2,158,158,0,158
a1083,09-11-2024,14:56,Takeaway,131,129,2,258,258,0,258
a1084,09-11-2024,15:07,Delivery,258,69,2,138,138,10,148
a1085,09-11-2024,15:12,Delivery,208,69,2,138,138,10,148
a1086,09-11-2024,15:23,Dine-in,187,59,3,177,177,0,177
a1087,09-11-2024,15:34,Delivery,180,59,1,59,59,20,79
a1088,09-11-2024,15:42,Takeaway,273,59,2,118,118,0,118
a1089,09-11-2024,15:49,Dine-in,109,109,1,109,345,0,345
a1089,09-11-2024,15:49,Dine-in,281,59,4,236,345,0,345
a1090,09-11-2024,15:56,Delivery,273,59,1,59,59,20,79
a1091,09-11-2024,16:01,Takeaway,126,109,1,109,109,0,109
a1092,09-11-2024,16:09,Delivery,115,159,2,318,318,0,318
a1093,09-11-2024,16:21,Takeaway,196,59,2,118,118,0,118
a1094,09-11-2024,16:31,Dine-in,180,59,4,236,236,0,236
a1095,09-11-2024,16:43,Takeaway,205,49,4,196,314,0,314
a1095,09-11-2024,16:43,Takeaway,180,59,2,118,314,0,314
a1096,09-11-2024,16:51,Dine-in,103,79,2,158,158,0,158
a1097,09-11-2024,17:05,Takeaway,280,59,2,118,118,0,118
a1098,09-11-2024,17:10,Takeaway,115,159,2,318,318,0,318
a1099,09-11-2024,17:17,Delivery,109,109,1,109,167,10,177
a1099,09-11-2024,17:17,Delivery,254,29,2,58,167,10,177
a1100,09-11-2024,17:26,Delivery,270,29,4,116,116,10,126
a1101,09-11-2024,17:33,Delivery,185,89,1,89,89,20,109
a1103,09-11-2024,17:55,Delivery,208,69,1,69,69,20,89
a1104,09-11-2024,18:09,Takeaway,137,179,1,179,179,0,179
a1105,09-11-2024,18:21,Takeaway,162,249,1,249,348,0,348
a1105,09-11-2024,18:21,Takeaway,247,99,1,99,348,0,348
a1107,09-11-2024,18:39,Dine-in,181,59,3,177,177,0,177
a1108,09-11-2024,18:51,Delivery,105,89,1,89,287,0,287
a1108,09-11-2024,18:51,Delivery,107,99,2,198,287,0,287
a1109,09-11-2024,18:57,Delivery,291,99,2,198,198,10,208
a1110,09-11-2024,19:02,Delivery,165,289,1,289,289,0,289
a1111,09-11-2024,19:12,Takeaway,102,79,4,316,316,0,316
a1112,09-11-2024,19:18,Delivery,198,49,1,49,49,20,69
a1113,09-11-2024,19:28,Takeaway,124,179,1,179,297,0,297
a1113,09-11-2024,19:28,Takeaway,273,59,2,118,297,0,297
a1114,09-11-2024,19:43,Dine-in,235,99,3,297,297,0,297
a1115,09-11-2024,19:53,Dine-in,132,129,1,129,247,0,247
a1115,09-11-2024,19:53,Dine-in,181,59,2,118,247,0,247
a1116,09-11-2024,20:06,Dine-in,187,59,2,118,118,0,118
a1117,09-11-2024,20:15,Takeaway,189,69,2,138,138,0,138
a1118,09-11-2024,20:29,Takeaway,202,69,1,69,69,0,69
a1119,09-11-2024,20:41,Delivery,195,59,4,236,236,0,236
a1120,09-11-2024,20:52,Takeaway,227,139,2,278,278,0,278
a1121,09-11-2024,20:59,Dine-in,234,89,2,178,178,0,178
a1122,09-11-2024,21:14,Delivery,201,69,2,138,296,0,296
a1122,09-11-2024,21:14,Delivery,102,79,2,158,296,0,296
a1123,09-11-2024,21:25,Takeaway,269,25,2,50,305,0,305
a1123,09-11-2024,21:25,Takeaway,197,59,1,59,305,0,305
a1123,09-11-2024,21:25,Takeaway,178,49,4,196,305,0,305
a1124,09-11-2024,21:34,Dine-in,112,139,1,139,139,0,139
a1125,09-11-2024,21:45,Dine-in,267,59,3,177,177,0,177
a1126,09-11-2024,21:53,Dine-in,184,89,2,178,276,0,276
a1126,09-11-2024,21:53,Dine-in,178,49,2,98,276,0,276
a1127,09-11-2024,22:03,Takeaway,190,79,2,158,158,0,158
a1128,09-11-2024,22:16,Takeaway,194,49,2,98,98,0,98
a1129,09-11-2024,22:23,Dine-in,171,299,1,299,299,0,299
a1130,09-11-2024,22:29,Takeaway,133,149,2,298,298,0,298
a1131,09-11-2024,22:40,Delivery,141,229,1,229,229,0,229
a1132,09-11-2024,22:49,Dine-in,189,69,3,207,207,0,207
a1133,09-11-2024,22:59,Delivery,135,159,1,159,298,0,298
a1133,09-11-2024,22:59,Delivery,119,139,1,139,298,0,298
a1134,09-11-2024,23:08,Takeaway,266,59,4,236,345,0,345
a1134,09-11-2024,23:08,Takeaway,193,109,1,109,345,0,345
a1135,09-11-2024,23:20,Delivery,181,59,4,236,236,0,236
a1136,09-11-2024,23:25,Delivery,179,59,5,295,295,0,295
a1137,09-11-2024,23:30,Delivery,148,259,1,259,259,0,259
a1138,09-11-2024,23:45,Dine-in,165,289,1,289,289,0,289
a1139,09-11-2024,0:00,Dine-in,178,49,1,49,49,0,49
a1140,09-11-2024,0:10,Dine-in,106,99,1,99,99,0,99
a1141,09-11-2024,0:23,Dine-in,107,99,3,297,297,0,297
a1142,09-11-2024,0:33,Dine-in,290,99,2,198,198,0,198
a1143,09-11-2024,0:39,Delivery,208,69,1,69,285,0,285
a1143,09-11-2024,0:39,Delivery,270,29,3,87,285,0,285
a1143,09-11-2024,0:39,Delivery,111,129,1,129,285,0,285
a1144,09-11-2024,0:51,Dine-in,171,299,1,299,299,0,299
a1145,09-11-2024,0:59,Takeaway,190,79,1,79,79,0,79
a1146,09-11-2024,1:07,Takeaway,190,79,3,237,306,0,306
a1146,09-11-2024,1:07,Takeaway,189,69,1,69,306,0,306
a1147,09-11-2024,1:14,Takeaway,102,79,4,316,316,0,316
a1148,09-11-2024,1:29,Takeaway,101,69,1,69,69,0,69
a1149,09-11-2024,1:36,Delivery,283,59,5,295,295,0,295
a1150,09-11-2024,1:46,Delivery,266,59,2,118,118,10,128
a1151,09-11-2024,1:56,Dine-in,244,69,2,138,138,0,138
a1152,09-11-2024,2:09,Dine-in,219,119,2,238,238,0,238
a1153,09-11-2024,2:14,Delivery,102,79,1,79,79,20,99
a1154,09-11-2024,2:27,Takeaway,134,159,2,318,318,0,318
a1155,09-11-2024,2:34,Dine-in,145,209,1,209,209,0,209
a1156,10-11-2024,13:00,Delivery,285,59,3,177,315,0,315
a1156,10-11-2024,13:00,Delivery,251,19,1,19,315,0,315
a1156,10-11-2024,13:00,Delivery,127,119,1,119,315,0,315
a1157,10-11-2024,13:09,Takeaway,264,49,4,196,196,0,196
a1158,10-11-2024,13:14,Takeaway,184,89,1,89,89,0,89
a1159,10-11-2024,13:29,Takeaway,119,139,1,139,328,0,328
a1159,10-11-2024,13:29,Takeaway,152,189,1,189,328,0,328
a1160,10-11-2024,13:34,Delivery,189,69,4,276,276,0,276
a1161,10-11-2024,13:42,Dine-in,232,99,2,198,198,0,198
a1162,10-11-2024,13:47,Takeaway,133,149,2,298,298,0,298
a1163,10-11-2024,13:56,Delivery,106,99,1,99,257,0,257
a1163,10-11-2024,13:56,Delivery,233,79,2,158,257,0,257
a1164,10-11-2024,14:09,Dine-in,238,49,3,147,196,0,196
a1164,10-11-2024,14:09,Dine-in,241,49,1,49,196,0,196
a1165,10-11-2024,14:22,Dine-in,136,169,1,169,238,0,238
a1165,10-11-2024,14:22,Dine-in,208,69,1,69,238,0,238
a1166,10-11-2024,14:27,Takeaway,183,89,2,178,178,0,178
a1167,10-11-2024,14:34,Takeaway,102,79,4,316,316,0,316
a1168,10-11-2024,14:39,Takeaway,161,239,1,239,239,0,239
a1169,10-11-2024,14:44,Takeaway,180,59,4,236,236,0,236
a1170,10-11-2024,14:50,Dine-in,258,69,2,138,207,0,207
a1170,10-11-2024,14:50,Dine-in,208,69,1,69,207,0,207
a1171,10-11-2024,14:56,Delivery,109,109,3,327,327,0,327
a1172,10-11-2024,15:11,Dine-in,229,149,1,149,149,0,149
a1173,10-11-2024,15:20,Dine-in,189,69,2,138,138,0,138
a1174,10-11-2024,15:28,Takeaway,145,209,1,209,298,0,298
a1174,10-11-2024,15:28,Takeaway,105,89,1,89,298,0,298
a1175,10-11-2024,15:43,Dine-in,115,159,2,318,318,0,318
a1176,10-11-2024,15:58,Takeaway,246,99,2,198,277,0,277
a1176,10-11-2024,15:58,Takeaway,182,79,1,79,277,0,277
a1177,10-11-2024,16:09,Takeaway,113,139,1,139,237,0,237
a1177,10-11-2024,16:09,Takeaway,176,49,2,98,237,0,237
a1178,10-11-2024,16:17,Dine-in,224,139,2,278,278,0,278
a1179,10-11-2024,16:32,Dine-in,184,89,2,178,178,0,178
a1180,10-11-2024,16:46,Delivery,105,89,2,178,336,0,336
a1180,10-11-2024,16:46,Delivery,249,79,2,158,336,0,336
a1181,10-11-2024,16:54,Delivery,281,59,1,59,59,20,79
a1182,10-11-2024,17:06,Dine-in,133,149,2,298,298,0,298
a1183,10-11-2024,17:20,Delivery,181,59,3,177,177,10,187
a1184,10-11-2024,17:29,Dine-in,130,129,1,129,129,0,129
a1185,10-11-2024,17:42,Dine-in,162,249,1,249,249,0,249
a1186,10-11-2024,17:54,Dine-in,252,25,1,25,104,0,104
a1186,10-11-2024,17:54,Dine-in,190,79,1,79,104,0,104
a1187,10-11-2024,18:07,Delivery,142,189,1,189,189,10,199
a1188,10-11-2024,18:19,Dine-in,160,229,1,229,278,0,278
a1188,10-11-2024,18:19,Dine-in,238,49,1,49,278,0,278
a1189,10-11-2024,18:26,Dine-in,146,249,1,249,249,0,249
a1190,10-11-2024,18:39,Dine-in,134,159,1,159,159,0,159
a1191,10-11-2024,18:52,Takeaway,147,249,1,249,298,0,298
a1191,10-11-2024,18:52,Takeaway,177,49,1,49,298,0,298
a1192,10-11-2024,19:05,Dine-in,101,69,4,276,276,0,276
a1193,10-11-2024,19:18,Takeaway,246,99,3,297,297,0,297
a1194,10-11-2024,19:25,Dine-in,177,49,4,196,196,0,196
a1195,10-11-2024,19:38,Takeaway,115,159,2,318,318,0,318
a1196,10-11-2024,19:48,Delivery,206,79,2,158,158,10,168
a1197,10-11-2024,20:01,Dine-in,233,79,2,158,158,0,158
a1198,10-11-2024,20:08,Dine-in,132,129,1,129,129,0,129
a1199,10-11-2024,20:19,Delivery,176,49,3,147,276,0,276
a1199,10-11-2024,20:19,Delivery,131,129,1,129,276,0,276
a1200,10-11-2024,20:32,Delivery,202,69,5,345,345,0,345
a1201,10-11-2024,20:46,Dine-in,154,189,1,189,189,0,189
a1202,10-11-2024,20:52,Takeaway,188,69,1,69,69,0,69
a1203,10-11-2024,21:00,Takeaway,138,189,1,189,189,0,189
a1204,10-11-2024,21:07,Delivery,264,49,2,98,98,20,118
a1205,10-11-2024,21:12,Takeaway,108,109,2,218,218,0,218
a1206,10-11-2024,21:17,Takeaway,170,269,1,269,269,0,269
a1207,10-11-2024,21:24,Delivery,159,229,1,229,229,0,229
a1208,10-11-2024,21:38,Delivery,188,69,3,207,207,0,207
a1209,10-11-2024,21:47,Dine-in,182,79,2,158,277,0,277
a1209,10-11-2024,21:47,Dine-in,129,119,1,119,277,0,277
a1210,10-11-2024,21:58,Takeaway,188,69,3,207,326,0,326
a1210,10-11-2024,21:58,Takeaway,127,119,1,119,326,0,326
a1211,10-11-2024,22:13,Takeaway,180,59,3,177,177,0,177
a1212,10-11-2024,22:24,Takeaway,166,299,1,299,299,0,299
a1213,10-11-2024,22:34,Delivery,257,59,4,236,236,0,236
a1214,10-11-2024,22:43,Delivery,184,89,1,89,89,20,109
a1215,10-11-2024,22:56,Takeaway,134,159,1,159,318,0,318
a1215,10-11-2024,22:56,Takeaway,121,159,1,159,318,0,318
a1216,10-11-2024,23:01,Dine-in,115,159,1,159,159,0,159
a1217,10-11-2024,23:06,Delivery,264,49,2,98,98,20,118
a1218,10-11-2024,23:20,Dine-in,181,59,2,118,118,0,118
a1219,10-11-2024,23:33,Takeaway,261,49,4,196,255,0,255
a1219,10-11-2024,23:33,Takeaway,200,59,1,59,255,0,255
a1220,10-11-2024,23:40,Takeaway,129,119,1,119,119,0,119
a1221,10-11-2024,23:52,Takeaway,242,49,3,147,286,0,286
a1221,10-11-2024,23:52,Takeaway,222,139,1,139,286,0,286
a1222,10-11-2024,0:05,Takeaway,110,119,2,238,238,0,238
a1224,10-11-2024,0:23,Takeaway,187,59,2,118,118,0,118
a1225,10-11-2024,0:30,Takeaway,182,79,1,79,79,0,79
a1226,10-11-2024,0:36,Takeaway,110,119,1,119,119,0,119
a1227,10-11-2024,0:47,Delivery,272,59,1,59,59,20,79
a1228,10-11-2024,0:56,Dine-in,202,69,1,69,69,0,69
a1229,10-11-2024,1:09,Delivery,246,99,2,198,198,10,208
a1231,10-11-2024,1:34,Dine-in,158,219,1,219,219,0,219
a1232,10-11-2024,1:42,Dine-in,141,229,1,229,229,0,229
a1233,10-11-2024,1:48,Delivery,106,99,1,99,99,20,119
a1234,10-11-2024,1:55,Delivery,181,59,3,177,177,10,187
a1235,10-11-2024,2:03,Dine-in,162,249,1,249,249,0,249
a1236,10-11-2024,2:08,Takeaway,102,79,2,158,158,0,158
a1237,10-11-2024,2:22,Dine-in,165,289,1,289,289,0,289
a1239,10-11-2024,2:43,Dine-in,252,25,1,25,323,0,323
a1239,10-11-2024,2:43,Dine-in,114,149,2,298,323,0,323
a1240,10-11-2024,2:58,Takeaway,194,49,2,98,98,0,98
a1241,11-11-2024,13:00,Dine-in,167,249,1,249,249,0,249
a1242,11-11-2024,13:09,Takeaway,124,179,1,179,179,0,179
a1243,11-11-2024,13:23,Delivery,253,25,4,100,199,10,209
a1243,11-11-2024,13:23,Delivery,107,99,1,99,199,10,209
a1244,11-11-2024,13:29,Delivery,147,249,1,249,249,0,249
a1245,11-11-2024,13:35,Dine-in,263,49,1,49,265,0,265
a1245,11-11-2024,13:35,Dine-in,178,49,2,98,265,0,265
a1245,11-11-2024,13:35,Dine-in,187,59,2,118,265,0,265
a1246,11-11-2024,13:50,Delivery,178,49,4,196,196,10,206
a1247,11-11-2024,14:00,Dine-in,126,109,2,218,218,0,218
a1248,11-11-2024,14:11,Delivery,106,99,2,198,198,10,208
a1249,11-11-2024,14:16,Takeaway,276,59,3,177,316,0,316
a1249,11-11-2024,14:16,Takeaway,113,139,1,139,316,0,316
a1250,11-11-2024,14:23,Dine-in,190,79,1,79,315,0,315
a1250,11-11-2024,14:23,Dine-in,187,59,4,236,315,0,315
a1251,11-11-2024,14:30,Takeaway,174,339,1,339,339,0,339
a1252,11-11-2024,14:39,Dine-in,118,129,2,258,258,0,258
a1253,11-11-2024,14:47,Dine-in,179,59,3,177,295,0,295
a1253,11-11-2024,14:47,Dine-in,266,59,2,118,295,0,295
a1254,11-11-2024,15:00,Delivery,139,199,1,199,338,0,338
a1254,11-11-2024,15:00,Delivery,112,139,1,139,338,0,338
a1255,11-11-2024,15:13,Takeaway,184,89,1,89,266,0,266
a1255,11-11-2024,15:13,Takeaway,265,59,3,177,266,0,266
a1257,11-11-2024,15:32,Delivery,164,269,1,269,269,0,269
a1258,11-11-2024,15:39,Takeaway,248,99,2,198,198,0,198
a1259,11-11-2024,15:49,Delivery,135,159,2,318,318,0,318
a1260,11-11-2024,16:00,Dine-in,186,49,1,49,286,0,286
a1260,11-11-2024,16:00,Dine-in,104,79,3,237,286,0,286
a1261,11-11-2024,16:13,Takeaway,245,79,2,158,158,0,158
a1262,11-11-2024,16:24,Takeaway,156,199,1,199,199,0,199
a1263,11-11-2024,16:32,Delivery,199,59,1,59,59,20,79
a1264,11-11-2024,16:41,Dine-in,107,99,3,297,297,0,297
a1265,11-11-2024,16:55,Dine-in,110,119,2,238,238,0,238
a1266,11-11-2024,17:10,Dine-in,184,89,1,89,285,0,285
a1266,11-11-2024,17:10,Dine-in,238,49,1,49,285,0,285
a1266,11-11-2024,17:10,Dine-in,263,49,3,147,285,0,285
a1267,11-11-2024,17:15,Delivery,250,59,4,236,236,0,236
a1268,11-11-2024,17:25,Takeaway,184,89,1,89,327,0,327
a1268,11-11-2024,17:25,Takeaway,110,119,2,238,327,0,327
a1269,11-11-2024,17:39,Delivery,138,189,1,189,189,10,199
a1270,11-11-2024,17:47,Dine-in,235,99,1,99,218,0,218
a1270,11-11-2024,17:47,Dine-in,128,119,1,119,218,0,218
a1271,11-11-2024,17:58,Dine-in,171,299,1,299,299,0,299
a1272,11-11-2024,18:06,Delivery,178,49,2,98,227,0,227
a1272,11-11-2024,18:06,Delivery,211,129,1,129,227,0,227
a1273,11-11-2024,18:14,Delivery,187,59,2,118,295,0,295
a1273,11-11-2024,18:14,Delivery,181,59,3,177,295,0,295
a1274,11-11-2024,18:21,Dine-in,260,59,4,236,236,0,236
a1275,11-11-2024,18:33,Delivery,103,79,2,158,158,10,168
a1276,11-11-2024,18:40,Dine-in,104,79,4,316,316,0,316
a1277,11-11-2024,18:51,Dine-in,183,89,3,267,267,0,267
a1278,11-11-2024,18:59,Dine-in,109,109,3,327,327,0,327
a1279,11-11-2024,19:11,Takeaway,135,159,2,318,318,0,318
a1280,11-11-2024,19:17,Takeaway,106,99,1,99,99,0,99
a1282,11-11-2024,19:39,Takeaway,208,69,3,207,207,0,207
a1283,11-11-2024,19:51,Takeaway,267,59,2,118,118,0,118
a1284,11-11-2024,19:56,Dine-in,281,59,2,118,118,0,118
a1285,11-11-2024,20:08,Takeaway,107,99,2,198,198,0,198
a1286,11-11-2024,20:19,Delivery,120,139,2,278,278,0,278
a1287,11-11-2024,20:31,Delivery,207,89,1,89,287,0,287
a1287,11-11-2024,20:31,Delivery,106,99,2,198,287,0,287
a1288,11-11-2024,20:41,Delivery,186,49,1,49,49,20,69
a1289,11-11-2024,20:47,Delivery,109,109,2,218,218,0,218
a1290,11-11-2024,20:56,Delivery,115,159,1,159,159,10,169
a1291,11-11-2024,21:10,Takeaway,158,219,1,219,219,0,219
a1292,11-11-2024,21:25,Dine-in,208,69,1,69,69,0,69
a1293,11-11-2024,21:40,Delivery,120,139,2,278,337,0,337
a1293,11-11-2024,21:40,Delivery,179,59,1,59,337,0,337
a1294,11-11-2024,21:55,Takeaway,118,129,1,129,129,0,129
a1295,11-11-2024,22:06,Takeaway,156,199,1,199,199,0,199
a1296,11-11-2024,22:17,Delivery,176,49,2,98,207,0,207
a1296,11-11-2024,22:17,Delivery,108,109,1,109,207,0,207
a1298,11-11-2024,22:32,Dine-in,233,79,1,79,79,0,79
a1299,11-11-2024,22:42,Dine-in,121,159,1,159,277,0,277
a1299,11-11-2024,22:42,Dine-in,180,59,2,118,277,0,277
a1300,11-11-2024,22:51,Dine-in,173,329,1,329,329,0,329
a1301,11-11-2024,22:57,Takeaway,130,129,2,258,258,0,258
a1302,11-11-2024,23:07,Dine-in,156,199,1,199,199,0,199
a1303,11-11-2024,23:20,Takeaway,216,99,1,99,268,0,268
a1303,11-11-2024,23:20,Takeaway,116,169,1,169,268,0,268
a1304,11-11-2024,23:32,Delivery,129,119,2,238,337,0,337
a1304,11-11-2024,23:32,Delivery,107,99,1,99,337,0,337
a1305,11-11-2024,23:47,Dine-in,115,159,1,159,159,0,159
a1306,11-11-2024,23:57,Delivery,146,249,1,249,249,0,249
a1307,11-11-2024,0:10,Dine-in,188,69,4,276,276,0,276
a1308,11-11-2024,0:18,Takeaway,276,59,1,59,59,0,59
a1309,11-11-2024,0:24,Dine-in,178,49,3,147,147,0,147
a1310,11-11-2024,0:30,Dine-in,194,49,2,98,267,0,267
a1310,11-11-2024,0:30,Dine-in,123,169,1,169,267,0,267
a1311,11-11-2024,0:35,Delivery,158,219,1,219,219,0,219
a1312,11-11-2024,0:41,Delivery,101,69,3,207,207,0,207
a1313,11-11-2024,0:47,Delivery,119,139,2,278,278,0,278
a1314,12-11-2024,13:00,Delivery,274,89,1,89,89,20,109
a1315,12-11-2024,13:05,Delivery,182,79,2,158,297,0,297
a1315,12-11-2024,13:05,Delivery,119,139,1,139,297,0,297
a1316,12-11-2024,13:11,Dine-in,277,59,3,177,177,0,177
a1317,12-11-2024,13:25,Dine-in,229,149,1,149,149,0,149
a1318,12-11-2024,13:32,Takeaway,109,109,2,218,277,0,277
a1318,12-11-2024,13:32,Takeaway,265,59,1,59,277,0,277
a1319,12-11-2024,13:39,Delivery,107,99,2,198,198,10,208
a1320,12-11-2024,13:50,Delivery,204,99,3,297,297,0,297
a1321,12-11-2024,13:59,Takeaway,128,119,1,119,119,0,119
a1322,12-11-2024,14:04,Dine-in,189,69,2,138,138,0,138
a1323,12-11-2024,14:16,Dine-in,185,89,3,267,267,0,267
a1324,12-11-2024,14:31,Dine-in,169,269,1,269,269,0,269
a1325,12-11-2024,14:40,Takeaway,138,189,1,189,189,0,189
a1326,12-11-2024,14:48,Delivery,135,159,1,159,277,0,277
a1326,12-11-2024,14:48,Delivery,187,59,2,118,277,0,277
a1327,12-11-2024,14:58,Delivery,184,89,2,178,178,10,188
a1328,12-11-2024,15:09,Takeaway,106,99,3,297,297,0,297
a1329,12-11-2024,15:18,Takeaway,121,159,2,318,318,0,318
a1330,12-11-2024,15:28,Takeaway,110,119,2,238,238,0,238
a1331,12-11-2024,15:42,Delivery,157,199,1,199,199,10,209
a1332,12-11-2024,15:56,Delivery,154,189,1,189,189,10,199
a1333,12-11-2024,16:07,Takeaway,217,99,2,198,198,0,198
a1334,12-11-2024,16:16,Dine-in,153,189,1,189,189,0,189
a1335,12-11-2024,16:22,Dine-in,134,159,2,318,318,0,318
a1336,12-11-2024,16:32,Delivery,186,49,4,196,196,10,206
a1337,12-11-2024,16:46,Dine-in,101,69,1,69,327,0,327
a1337,12-11-2024,16:46,Dine-in,130,129,2,258,327,0,327
a1338,12-11-2024,16:52,Dine-in,125,189,1,189,189,0,189
a1339,12-11-2024,17:02,Dine-in,266,59,1,59,257,0,257
a1339,12-11-2024,17:02,Dine-in,106,99,2,198,257,0,257
a1340,12-11-2024,17:09,Delivery,187,59,1,59,148,10,158
a1340,12-11-2024,17:09,Delivery,105,89,1,89,148,10,158
a1341,12-11-2024,17:24,Takeaway,117,119,2,238,238,0,238
a1342,12-11-2024,17:29,Delivery,264,49,4,196,196,10,206
a1343,12-11-2024,17:34,Dine-in,104,79,2,158,158,0,158
a1344,12-11-2024,17:43,Dine-in,240,49,1,49,248,0,248
a1344,12-11-2024,17:43,Dine-in,155,199,1,199,248,0,248
a1345,12-11-2024,17:50,Dine-in,115,159,1,159,288,0,288
a1345,12-11-2024,17:50,Dine-in,130,129,1,129,288,0,288
a1346,12-11-2024,17:58,Takeaway,119,139,1,139,139,0,139
a1347,12-11-2024,18:09,Delivery,177,49,2,98,196,10,206
a1347,12-11-2024,18:09,Delivery,205,49,2,98,196,10,206
a1348,12-11-2024,18:20,Dine-in,144,209,1,209,347,0,347
a1348,12-11-2024,18:20,Dine-in,202,69,2,138,347,0,347
a1349,12-11-2024,18:28,Delivery,232,99,1,99,99,20,119
a1350,12-11-2024,18:41,Delivery,168,259,1,259,259,0,259
a1351,12-11-2024,18:56,Dine-in,225,139,2,278,278,0,278
a1352,12-11-2024,19:06,Dine-in,157,199,1,199,199,0,199
a1353,12-11-2024,19:21,Delivery,186,49,1,49,148,10,158
a1353,12-11-2024,19:21,Delivery,106,99,1,99,148,10,158
a1354,12-11-2024,19:35,Delivery,283,59,4,236,285,0,285
a1354,12-11-2024,19:35,Delivery,177,49,1,49,285,0,285
a1355,12-11-2024,19:45,Delivery,109,109,2,218,347,0,347
a1355,12-11-2024,19:45,Delivery,131,129,1,129,347,0,347
a1356,12-11-2024,19:54,Takeaway,111,129,1,129,129,0,129
a1357,12-11-2024,20:03,Dine-in,166,299,1,299,299,0,299
a1358,12-11-2024,20:17,Delivery,185,89,1,89,89,20,109
a1359,12-11-2024,20:30,Delivery,180,59,4,236,236,0,236
a1360,12-11-2024,20:45,Takeaway,131,129,1,129,129,0,129
a1361,12-11-2024,20:53,Delivery,176,49,5,245,245,0,245
a1362,12-11-2024,21:06,Takeaway,249,79,2,158,158,0,158
a1363,12-11-2024,21:12,Takeaway,112,139,2,278,278,0,278
a1364,12-11-2024,21:27,Dine-in,277,59,1,59,128,0,128
a1364,12-11-2024,21:27,Dine-in,189,69,1,69,128,0,128
a1365,12-11-2024,21:41,Delivery,110,119,1,119,119,10,129
a1366,12-11-2024,21:56,Dine-in,273,59,3,177,177,0,177
a1367,12-11-2024,22:06,Takeaway,190,79,1,79,79,0,79
a1368,12-11-2024,22:17,Dine-in,129,119,2,238,238,0,238
a1369,12-11-2024,22:23,Delivery,189,69,2,138,163,10,173
a1369,12-11-2024,22:23,Delivery,252,25,1,25,163,10,173
a1370,12-11-2024,22:33,Takeaway,134,159,2,318,318,0,318
a1371,12-11-2024,22:44,Takeaway,109,109,1,109,307,0,307
a1371,12-11-2024,22:44,Takeaway,246,99,2,198,307,0,307
a1372,12-11-2024,22:51,Delivery,146,249,1,249,249,0,249
a1373,12-11-2024,22:56,Dine-in,104,79,2,158,158,0,158
a1374,12-11-2024,23:08,Delivery,126,109,1,109,109,10,119
a1375,12-11-2024,23:21,Dine-in,121,159,1,159,317,0,317
a1375,12-11-2024,23:21,Dine-in,102,79,2,158,317,0,317
a1376,12-11-2024,23:34,Delivery,182,79,4,316,316,0,316
a1377,12-11-2024,23:44,Delivery,101,69,4,276,276,0,276
a1378,12-11-2024,23:54,Delivery,117,119,1,119,119,10,129
a1379,12-11-2024,23:59,Delivery,222,139,1,139,139,10,149
a1380,12-11-2024,0:11,Dine-in,154,189,1,189,189,0,189
a1381,12-11-2024,0:18,Takeaway,190,79,3,237,237,0,237
a1382,13-11-2024,13:00,Takeaway,184,89,1,89,89,0,89
a1383,13-11-2024,13:05,Takeaway,133,149,1,149,307,0,307
a1383,13-11-2024,13:05,Takeaway,288,79,2,158,307,0,307
